GISJOIN,Object_ID,Name,Address,City,State,ZIP,County,Country
G3901570,12555,BOLIVAR POLICE DEPARTMENT,117 NORTH CENTRAL STREET,BOLIVAR,OH,44612,TUSCARAWAS,USA
G3901570,6612,DOVER POLICE DEPARTMENT,110 EAST 3RD STREET,DOVER,OH,44622,TUSCARAWAS,USA
G3901570,10405,NEW PHILADELPHIA POLICE DEPARTMENT,122 2ND STREET SOUTHEAST,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,USA
G3901570,20153,ROSWELL POLICE DEPARTMENT,5198 MAIN STREET NORTHEAST,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,USA
G3901570,8592,DENNISON POLICE DEPARTMENT,302 GRANT STREET,DENNISON,OH,44621,TUSCARAWAS,USA
G3901570,9663,TUSCARAWAS POLICE DEPARTMENT,522 EAST CHERRY STREET,TUSCARAWAS,OH,44682,TUSCARAWAS,USA
G3901570,13408,UHRICHSVILLE POLICE DEPARTMENT,305 EAST 2ND STREET,UHRICHSVILLE,OH,44683,TUSCARAWAS,USA
G3901570,18882,BARNHILL POLICE DEPARTMENT,2237 BARNHILL ROAD,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,USA
G3901570,5370,MIDVALE POLICE DEPARTMENT,3111 BARNHILL ROAD,MIDVALE,OH,44653,TUSCARAWAS,USA
G3901570,8590,TUSCARAWAS COUNTY SHERIFFS OFFICE / TUSCARAWAS COUNTY JAIL,2295 REISER AVENUE SOUTHEAST,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,USA
G3901570,16884,OHIO STATE HIGHWAY PATROL - NEW PHILADELPHIA POST 79,2454 EAST HIGH AVENUE,NEW PHILADELPHIA,OH,44663,TUSCARAWAS,USA
G3901570,8591,GNADENHUTTEN POLICE DEPARTMENT,131 SOUTH WALNUT STREET,GNADENHUTTEN,OH,44629,TUSCARAWAS,USA
G3901570,10942,PORT WASHINGTON POLICE DEPARTMENT,107 EAST MAIN STREET,PORT WASHINGTON,OH,43837,TUSCARAWAS,USA
G3901570,9303,BALTIC VILLAGE POLICE DEPARTMENT,102 WEST MAIN STREET,BALTIC,OH,43804,TUSCARAWAS,USA
G3901570,17892,SUGARCREEK POLICE DEPARTMENT,202 FAIRVIEW STREET,SUGARCREEK,OH,44681,TUSCARAWAS,USA
G3901570,10963,SUGARCREEK POLICE DEPARTMENT,410 SOUTH BROADWAY STREET,SUGARCREEK,OH,44681,TUSCARAWAS,USA
G3901570,10040,STRASBURG POLICE DEPARTMENT,358 5TH STREET SOUTHWEST,STRASBURG,OH,44680,TUSCARAWAS,USA
G3901570,8171,NEWCOMERSTOWN POLICE DEPARTMENT,124 WEST CHURCH STREET,NEWCOMERSTOWN,OH,43832,TUSCARAWAS,USA
G3901330,8095,MANTUA POLICE DEPARTMENT,4650 WEST HIGH STREET,MANTUA,OH,44255,PORTAGE,USA
G3901330,11038,AURORA POLICE DEPARTMENT,100 SOUTH AURORA ROAD,AURORA,OH,44202,PORTAGE,USA
G3901330,18995,GEAUGA LAKE POLICE DEPARTMENT,1060 NORTH AURORA ROAD,AURORA,OH,44202,PORTAGE,USA
G3901330,14124,KENT POLICE DEPARTMENT,319 SOUTH WATER STREET,KENT,OH,44240,PORTAGE,USA
G3901330,19011,KENT STATE UNIVERSITY POLICE,500 EAST MAIN STREET,KENT,OH,44240,PORTAGE,USA
G3901330,9599,MOGADORE POLICE DEPARTMENT,111 SOUTH CLEVELAND AVENUE,MOGADORE,OH,44260,PORTAGE,USA
G3901330,6414,BRIMFIELD TOWNSHIP POLICE DEPARTMENT,1287 TALLMADGE ROAD,KENT,OH,44240,PORTAGE,USA
G3901330,19991,OHIO STATE HIGHWAY PATROL - RAVENNA PATROL POST 67,6259 STATE ROUTE 14,RAVENNA,OH,44266,PORTAGE,USA
G3901330,19995,ROBINSON MEMORIAL HOSPITAL POLICE DEPARTMENT,6847 NORTH CHESTNUT STREET,RAVENNA,OH,44266,PORTAGE,USA
G3901330,9552,RAVENNA POLICE DEPARTMENT,220 SOUTH PARK WAY,RAVENNA,OH,44266,PORTAGE,USA
G3901330,8539,BRADY LAKE POLICE DEPARTMENT,2123 MERRILL ROAD,RAVENNA,OH,44266,PORTAGE,USA
G3901330,7560,PORTAGE COUNTY SHERIFFS OFFICE / PORTAGE COUNTY JAIL,8240 INFIRMARY ROAD,RAVENNA,OH,44266,PORTAGE,USA
G3901330,11295,STREETSBORO POLICE DEPARTMENT,2080 STATE ROUTE 303,STREETSBORO,OH,44241,PORTAGE,USA
G3901330,19821,OHIO STATE HIGHWAY PATROL - HIRAM PATROL POST 91,9196 STATE ROUTE 700,WINDHAM,OH,44288,PORTAGE,USA
G3901330,14108,WINDHAM POLICE DEPARTMENT,9621 EAST CENTER STREET,WINDHAM,OH,44288,PORTAGE,USA
G3901330,13819,GARRETTSVILLE POLICE DEPARTMENT,8123 HIGH STREET,GARRETTSVILLE,OH,44231,PORTAGE,USA
G3901330,10289,HIRAM POLICE DEPARTMENT,11617 GARFIELD ROAD,HIRAM,OH,44234,PORTAGE,USA
G3901410,20164,UNITED STATES 23 PIPELINE MAJOR CRIMES TASK FORCE,28 NORTH PAINT STREET,CHILLICOTHE,OH,45601,ROSS,USA
G3901410,8596,CHILLICOTHE POLICE DEPARTMENT,28 NORTH PAINT STREET,CHILLICOTHE,OH,45601,ROSS,USA
G3901410,6616,ROSS COUNTY SHERIFFS OFFICE / ROSS COUNTY JAIL,28 NORTH PAINT STREET,CHILLICOTHE,OH,45601,ROSS,USA
G3901410,18491,OHIO STATE HIGHWAY PATROL - CHILLICOTHE PATROL POST 71,201 HOSPITAL ROAD,CHILLICOTHE,OH,45601,ROSS,USA
G3901270,10383,CROOKSVILLE POLICE DEPARTMENT,98 SOUTH BUCKEYE STREET,CROOKSVILLE,OH,43731,PERRY,USA
G3901270,13351,SOMERSET POLICE DEPARTMENT,100 PUBLIC SQUARE,SOMERSET,OH,43783,PERRY,USA
G3901270,8586,THORNVILLE POLICE DEPARTMENT,1 SOUTH MAIN STREET,THORNVILLE,OH,43076,PERRY,USA
G3901270,20017,NEW STRAITSVILLE VILLAGE MARSHAL,114 WEST MAIN STREET,NEW STRAITSVILLE,OH,43766,PERRY,USA
G3901270,9519,JUNCTION CITY POLICE STATION,111 EAST FRONT STREET,JUNCTION CITY,OH,43748,PERRY,USA
G3901270,6171,PERRY COUNTY SHERIFFS OFFICE,110 WEST BROWN STREET,NEW LEXINGTON,OH,43764,PERRY,USA
G3901270,13516,NEW LEXINGTON POLICE DEPARTMENT,125 SOUTH MAIN STREET,NEW LEXINGTON,OH,43764,PERRY,USA
G3901270,11138,CORNING POLICE DEPARTMENT,115 SCHOOL AVENUE,CORNING,OH,43730,PERRY,USA
G3901270,18900,SHAWNEE VILLAGE POLICE DEPARTMENT,2ND STREET,SHAWNEE,OH,43782,PERRY,USA
G3901610,19050,OHIO STATE HIGHWAY PATROL - VAN WERT PATROL POST 81,10234 VAN WERT DECATUR ROAD,VAN WERT,OH,45891,VAN WERT,USA
G3901610,18572,CONVOY POLICE DEPARTMENT,115 SOUTH MAIN STREET,CONVOY,OH,45832,VAN WERT,USA
G3901610,18997,OHIO CITY POLICE DEPARTMENT,101 SOUTH MAIN STREET,OHIO CITY,OH,45874,VAN WERT,USA
G3901610,10103,VAN WERT COUNTY SHERIFFS OFFICE,113 NORTH MARKET STREET,VAN WERT,OH,45891,VAN WERT,USA
G3901610,10104,VAN WERT POLICE DEPARTMENT,515 EAST MAIN STREET,VAN WERT,OH,45891,VAN WERT,USA
G3901430,13401,BELLEVUE POLICE DEPARTMENT,3000 SENECA INDUSTRIAL PARKWAY,BELLEVUE,OH,44811,SANDUSKY,USA
G3901430,14099,WOODVILLE POLICE DEPARTMENT,219 WEST MAIN STREET,WOODVILLE,OH,43469,SANDUSKY,USA
G3901430,9112,FREMONT POLICE DEPARTMENT,1141 WEST STATE STREET,FREMONT,OH,43420,SANDUSKY,USA
G3901430,19739,OHIO STATE HIGHWAY PATROL - FREMONT PATROL POST 72,2226 COMMERCE DRIVE,FREMONT,OH,43420,SANDUSKY,USA
G3901430,9961,SANDUSKY COUNTY SHERIFFS OFFICE / SANDUSKY COUNTY JAIL,2323 COUNTRYSIDE DRIVE,FREMONT,OH,43420,SANDUSKY,USA
G3901430,5530,CLYDE POLICE DEPARTMENT,222 NORTH MAIN STREET,CLYDE,OH,43410,SANDUSKY,USA
G3901430,9124,GIBSONBURG POLICE DEPARTMENT,214 WEST MADISON STREET,GIBSONBURG,OH,43431,SANDUSKY,USA
G3901650,18770,WARREN COUNTY SHERIFFS OFFICE DEERFIELD TOWNSHIP POST,3378 TOWNSLEY DRIVE,LOVELAND,OH,45140,WARREN,USA
G3901650,13959,CITY OF MASON POLICE DEPARTMENT,6000 MASON MONTGOMERY ROAD,MASON,OH,45040,WARREN,USA
G3901650,7329,CARLISLE POLICE DEPARTMENT,474 FAIRVIEW DRIVE,CARLISLE,OH,45005,WARREN,USA
G3901650,5365,FRANKLIN CITY POLICE DEPARTMENT,400 ANDERSON STREET,FRANKLIN,OH,45005,WARREN,USA
G3901650,13789,SPRINGBORO POLICE DEPARTMENT,320 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,WARREN,USA
G3901650,6511,CLEAR CREEK TOWNSHIP POLICE DEPARTMENT,7593 BUNNELL HILL ROAD,SPRINGBORO,OH,45066,WARREN,USA
G3901650,8107,WAYNESVILLE POLICE DEPARTMENT,1400 LYTLE ROAD,WAYNESVILLE,OH,45068,WARREN,USA
G3901650,21678,HARVEYSBURG POLICE DEPARTMENT,79 W. MAIN STREET,HARVEYSBURG,OH,45032,WARREN,USA
G3901650,18421,HARVEYSBURG POLICE DEPARTMENT,10542 EAST STATE ROUTE 73,WAYNESVILLE,OH,45068,WARREN,USA
G3901650,9936,MORROW POLICE DEPARTMENT,150 EAST PIKE STREET,MORROW,OH,45152,WARREN,USA
G3901650,13223,WARREN COUNTY SHERIFFS OFFICE / WARREN COUNTY JAIL,550 JUSTICE DRIVE,LEBANON,OH,45036,WARREN,USA
G3901650,6353,LEBANON POLICE DEPARTMENT,25 WEST SILVER STREET,LEBANON,OH,45036,WARREN,USA
G3901650,18893,OHIO STATE HIGHWAY PATROL - LEBANON PATROL POST,184 NELSON ROAD,LEBANON,OH,45036,WARREN,USA
G3901650,18767,WARREN COUNTY SHERIFFS OFFICE - SOUTH LEBANON POST,103 WEST FOREST AVENUE,SOUTH LEBANON,OH,45065,WARREN,USA
G3901650,5369,MAINEVILLE POLICE DEPARTMENT,8188 SOUTH STATE ROUTE 48,MAINEVILLE,OH,45039,WARREN,USA
G3901650,13213,HAMILTON TOWNSHIP POLICE DEPARTMENT,7780 SOUTH STATE ROUTE 48,HAMILTON TOWNSHIP,OH,45039,WARREN,USA
G3901630,7347,VINTON COUNTY SHERIFFS OFFICE,106 SOUTH MARKET STREET,MCARTHUR,OH,45651,VINTON,USA
G3901630,13993,MCARTHUR POLICE DEPARTMENT,124 WEST MAIN STREET,MCARTHUR,OH,45651,VINTON,USA
G3901450,13409,NEW BOSTON POLICE DEPARTMENT,3978 RHODES AVENUE,NEW BOSTON,OH,45662,SCIOTO,USA
G3901450,10931,SCIOTO COUNTY SHERIFFS OFFICE / SCIOTO COUNTY JAIL,1025 16TH STREET,PORTSMOUTH,OH,45662,SCIOTO,USA
G3901450,20163,SOUTHERN OHIO LAW ENFORCEMENT- DRUG TASK FORCE,728 2ND STREET,PORTSMOUTH,OH,45662,SCIOTO,USA
G3901450,8595,PORTSMOUTH POLICE DEPARTMENT,728 2ND STREET,PORTSMOUTH,OH,45662,SCIOTO,USA
G3901450,20653,OHIO STATE HIGHWAY PATROL - PORTSMOUTH PATROL POST 73,7611 UNITED STATES HIGHWAY 23,LUCASVILLE,OH,45648,SCIOTO,USA
G3901250,10415,ANTWERP POLICE DEPARTMENT,118 NORTH MAIN STREET,ANTWERP,OH,45813,PAULDING,USA
G3901250,12650,PAYNE POLICE DEPARTMENT,131 NORTH MAIN STREET,PAYNE,OH,45880,PAULDING,USA
G3901250,18571,SCOTT POLICE DEPARTMENT,12423 BLAINE STREET,SCOTT,OH,45886,PAULDING,USA
G3901250,20234,GROVER HILL POLICE DEPARTMENT,116 SOUTH MAIN STREET,GROVER HILL,OH,45849,PAULDING,USA
G3901250,19456,HAVILAND POLICE DEPARTMENT,MOBILE UNIT,HAVILAND,OH,45851,PAULDING,USA
G3901250,6173,PAULDING POLICE DEPARTMENT,116 SOUTH MAIN STREET,PAULDING,OH,45879,PAULDING,USA
G3901250,14150,PAULDING COUNTY SHERIFFS OFFICE,500 EAST PERRY STREET,PAULDING,OH,45879,PAULDING,USA
G3901250,6165,OAKWOOD POLICE DEPARTMENT,228 NORTH 1ST STREET,OAKWOOD,OH,45873,PAULDING,USA
G3901250,19514,MELROSE POLICE DEPARTMENT,MOBILE UNIT,MELROSE,OH,45861,PAULDING,USA
G3901370,19981,FORT JENNINGS POLICE DEPARTMENT,110 LIBERTY STREET,FORT JENNINGS,OH,45844,PUTNAM,USA
G3901370,19798,OTTOVILLE POLICE DEPARTMENT,150 EAST PARK DRIVE,OTTOVILLE,OH,45876,PUTNAM,USA
G3901370,5570,CONTINENTAL POLICE DEPARTMENT,102 NORTH MAIN STREET,CONTINENTAL,OH,45831,PUTNAM,USA
G3901370,8495,KALIDA POLICE DEPARTMENT,110 SOUTH BROAD STREET,KALIDA,OH,45853,PUTNAM,USA
G3901370,9123,COLUMBUS GROVE POLICE DEPARTMENT,113 EAST SYCAMORE STREET,COLUMBUS GROVE,OH,45830,PUTNAM,USA
G3901370,9547,PANDORA POLICE DEPARTMENT,102 SOUTH JEFFERSON STREET,PANDORA,OH,45877,PUTNAM,USA
G3901370,8496,PUTNAM COUNTY SHERIFFS OFFICE / PUTNAM COUNTY JAIL,1035 HERITAGE TRAIL,OTTAWA,OH,45875,PUTNAM,USA
G3901370,19959,GLANDORF POLICE DEPARTMENT,203 NORTH MAIN STREET,OTTAWA,OH,45875,PUTNAM,USA
G3901370,10298,OTTAWA POLICE DEPARTMENT,136 NORTH OAK STREET,OTTAWA,OH,45875,PUTNAM,USA
G3901370,10295,LEIPSIC POLICE DEPARTMENT,142 EAST MAIN STREET,LEIPSIC,OH,45856,PUTNAM,USA
G3901370,9584,GILBOA POLICE DEPARTMENT,206 MAIN STREET,GILBOA,OH,45875,PUTNAM,USA
G3900950,8326,WASHINGTON TOWNSHIP POLICE DEPARTMENT,5714 BLESSING DRIVE,TOLEDO,OH,43612,LUCAS,USA
G3900950,19875,TOLEDO POLICE DEPARTMENT - VICE METRO DRUG TASK FORCE UNIT,525 NORTH ERIE STREET,TOLEDO,OH,43604,LUCAS,USA
G3900950,11339,TOLEDO POLICE DEPARTMENT,525 N. ERIE STREET,TOLEDO,OH,43624,LUCAS,USA
G3900950,9429,LUCAS COUNTY SHERIFFS OFFICE / LUCAS COUNTY JAIL,1622 SPIELBUSCH AVENUE,TOLEDO,OH,43604,LUCAS,USA
G3900950,13345,OREGON POLICE DIVISION,5330 SEAMAN ROAD,OREGON,OH,43616,LUCAS,USA
G3900950,19216,BERKEY POLICE DEPARTMENT,5735 NORTH BERKEY SOUTHERN ROAD,BERKEY,OH,43504,LUCAS,USA
G3900950,16885,OHIO STATE HIGHWAY PATROL - TOLEDO PATROL POST 48,10391 AIRPORT HIGHWAY,SWANTON,OH,43558,LUCAS,USA
G3900950,8358,WHITEHOUSE POLICE DEPARTMENT,6925 PROVIDENCE STREET,WHITEHOUSE,OH,43571,LUCAS,USA
G3900950,19609,TOLEDO-LUCAS COUNTY PORT AUTHORITY POLICE DEPARTMENT,11013 AIRPORT HIGHWAY, TOLEDO EXPRESS AIRPORT,SWANTON,OH,43558,LUCAS,USA
G3900950,14057,WATERVILLE TOWNSHIP POLICE DEPARTMENT,8245 FARNSWORTH ROAD,WATERVILLE,OH,43566,LUCAS,USA
G3900950,9573,WATERVILLE VILLAGE POLICE DEPARTMENT,25 NORTH 2ND STREET,WATERVILLE,OH,43566,LUCAS,USA
G3900950,14037,MAUMEE POLICE DEPARTMENT,109 EAST DUDLEY STREET,MAUMEE,OH,43537,LUCAS,USA
G3900950,19009,MEDICAL COLLEGE OF OHIO POLICE,3045 ARLINGTON AVENUE,TOLEDO,OH,43614,LUCAS,USA
G3900950,8348,NORTHWEST OHIO DEVELOPMENTAL CENTER POLICE DEPARTMENT,1101 SOUTH DETROIT AVENUE,TOLEDO,OH,43614,LUCAS,USA
G3900950,19470,TOLEDO POLICE DEPARTMENT - SCOTT PARK DISTRICT STATION,2301 NEBRASKA AVENUE,TOLEDO,OH,43607,LUCAS,USA
G3900950,21085,UNIVERSITY OF TOLEDO POLICE DEPARTMENT,1515 TOWERVIEW SOUTH,TOLEDO,OH,43606,LUCAS,USA
G3900950,9307,OTTAWA HILLS POLICE DEPARTMENT,2125 RICHARDS ROAD,TOLEDO,OH,43606,LUCAS,USA
G3900950,13464,HOLLAND POLICE DEPARTMENT,1245 CLARION AVENUE,HOLLAND,OH,43528,LUCAS,USA
G3900950,7424,SYLVANIA TOWNSHIP POLICE DEPARTMENT,4420 KING ROAD,SYLVANIA,OH,43560,LUCAS,USA
G3900950,7508,SYLVANIA POLICE DEPARTMENT,6635 MAPLEWOOD AVENUE,SYLVANIA,OH,43560,LUCAS,USA
G3900950,21352,TOLEDO AREA METRO PARK DISTRICT RANGERS,5100 WEST CENTRAL AVENUE,TOLEDO,OH,43615,LUCAS,USA
G3900950,19468,TOLEDO POLICE DEPARTMENT - NORTHWEST DISTRICT STATION,2330 WEST SYLVANIA AVENUE,TOLEDO,OH,43613,LUCAS,USA
G3901590,8225,UNION COUNTY SHERIFFS OFFICE,221 WEST 5TH STREET,MARYSVILLE,OH,43040,UNION,USA
G3901590,8250,MARYSVILLE POLICE DEPARTMENT,125 EAST 6TH STREET,MARYSVILLE,OH,43040,UNION,USA
G3901590,19515,OHIO STATE HIGHWAY PATROL - MARYSVILLE PATROL POST 80,22600 NORTHWEST PARKWAY,MARYSVILLE,OH,43040,UNION,USA
G3901590,13992,RICHWOOD POLICE DEPARTMENT,101 SOUTH FRANKLIN STREET,RICHWOOD,OH,43344,UNION,USA
G3901350,18897,VILLAGE OF VERONA POLICE DEPARTMENT,100 WEST MAIN STREET,VERONA,OH,45378,PREBLE,USA
G3901350,9581,LEWISBURG POLICE DEPARTMENT,100 WEST CUMBERLAND STREET,LEWISBURG,OH,45338,PREBLE,USA
G3901350,7217,NEW PARIS POLICE DEPARTMENT,301 WEST CHERRY STREET,NEW PARIS,OH,45347,PREBLE,USA
G3901350,13461,PREBLE COUNTY SHERIFFS OFFICE / PREBLE COUNTY JAIL,1139 PREBLE DRIVE,EATON,OH,45320,PREBLE,USA
G3901350,9568,EATON POLICE DEPARTMENT,328 NORTH MAPLE STREET,EATON,OH,45320,PREBLE,USA
G3901350,12556,CAMDEN VILLAGE POLICE DEPARTMENT,56 NORTH MAIN STREET,CAMDEN,OH,45311,PREBLE,USA
G3901350,19492,BUTLER COUNTY SHERIFFS OFFICE - COLLEGE CORNERS SUBSTATION,10596 CAMDEN COLLEGE CORNER ROAD,COLLEGE CORNER,OH,45003,PREBLE,USA
G3901350,20121,WEST ELKTON POLICE DEPARTMENT,135 SOUTH MAIN STREET,WEST ELKTON,OH,45070,PREBLE,USA
G3901350,19874,GRATIS POLICE DEPARTMENT,404 HARRISON STREET,GRATIS,OH,45330,PREBLE,USA
G3901350,8521,WEST ALEXANDRIA POLICE DEPARTMENT,12 EAST DAYTON STREET,WEST ALEXANDRIA,OH,45381,PREBLE,USA
G3901230,8339,DANBURY TOWNSHIP POLICE DEPARTMENT,5972 EAST PORT CLINTON EASTERN ROAD,MARBLEHEAD,OH,43440,OTTAWA,USA
G3901230,7625,CATAWBA ISLAND TOWNSHIP POLICE DEPARTMENT,4822 EAST CEMETERY ROAD,PORT CLINTON,OH,43452,OTTAWA,USA
G3901230,8093,PUT-IN-BAY POLICE DEPARTMENT,431 CATAWBA AVENUE,PUT IN BAY,OH,43456,OTTAWA,USA
G3901230,7216,MARBLEHEAD POLICE DEPARTMENT,513 WEST MAIN STREET,MARBLEHEAD,OH,43440,OTTAWA,USA
G3901230,9219,CLAY CENTER POLICE DEPARTMENT,420 MAIN STREET,CLAY CENTER,OH,43408,OTTAWA,USA
G3901230,9201,CLAY TOWNSHIP POLICE DEPARTMENT,21774 WEST HOLTS EAST ROAD,GENOA,OH,43430,OTTAWA,USA
G3901230,12516,GENOA POLICE DEPARTMENT,102 EAST 6TH STREET,GENOA,OH,43430,OTTAWA,USA
G3901230,9113,ELMORE POLICE DEPARTMENT,344 RICE STREET,ELMORE,OH,43416,OTTAWA,USA
G3901230,6174,CARROLL TOWNSHIP POLICE DEPARTMENT,3480 STATE ROUTE 19,OAK HARBOR,OH,43449,OTTAWA,USA
G3901230,13520,PORT CLINTON POLICE DEPARTMENT,1868 EAST PERRY STREET,PORT CLINTON,OH,43452,OTTAWA,USA
G3901230,6306,OTTAWA COUNTY SHERIFFS OFFICE / OTTAWA COUNTY JAIL,315 MADISON STREET,PORT CLINTON,OH,43452,OTTAWA,USA
G3901230,8096,OAK HARBOR POLICE DEPARTMENT,146 NORTH CHURCH STREET,OAK HARBOR,OH,43449,OTTAWA,USA
G3901230,18519,ROCKY RIDGE POLICE DEPARTMENT,14570 WEST KANIA ROAD,ROCKY RIDGE,OH,43458,OTTAWA,USA
G3901290,18532,NORFOLK SOUTHERN POLICE DEPARTMENT - COLUMBUS,3329 THOROUGHBRED DRIVE,COLUMBUS,OH,43217,PICKAWAY,USA
G3901290,18487,NEW HOLLAND POLICE DEPARTMENT,10 EAST FRONT STREET,NEW HOLLAND,OH,43145,PICKAWAY,USA
G3901290,14148,CIRCLEVILLE POLICE DEPARTMENT,151 EAST FRANKLIN STREET,CIRCLEVILLE,OH,43113,PICKAWAY,USA
G3901290,7592,PICKAWAY COUNTY SHERIFFS OFFICE / PICKAWAY COUNTY JAIL,600 ISLAND ROAD,CIRCLEVILLE,OH,43113,PICKAWAY,USA
G3901290,10377,COMMERCIAL POINT POLICE DEPARTMENT,12 FRONT STREET,COMMERCIAL POINT,OH,43116,PICKAWAY,USA
G3901290,13488,SOUTH BLOOMFIELD POLICE DEPARTMENT,5023 SOUTH UNION STREET,SOUTH BLOOMFIELD,OH,43103,PICKAWAY,USA
G3901290,20025,OHIO STATE HIGHWAY PATROL - CIRCLEVILLE PATROL POST 65,16395 UNITED STATES HIGHWAY 23,ASHVILLE,OH,43103,PICKAWAY,USA
G3901290,10390,ASHVILLE POLICE DEPARTMENT,91 WEST MAIN STREET,ASHVILLE,OH,43103,PICKAWAY,USA
G3901310,13491,PIKETON POLICE DEPARTMENT,109 EAST 3RD STREET,PIKETON,OH,45661,PIKE,USA
G3901310,7581,WAVERLY POLICE DEPARTMENT,202 SOUTH MARKET STREET,WAVERLY,OH,45690,PIKE,USA
G3901310,9631,PIKE COUNTY SHERIFFS OFFICE,116 SOUTH MARKET STREET, SUITE 200,WAVERLY,OH,45690,PIKE,USA
G3901390,10278,SHELBY POLICE DEPARTMENT,3100 WAREHAM ROAD,SHELBY,OH,44875,RICHLAND,USA
G3901390,8441,ONTARIO POLICE DEPARTMENT,555 STUMBO ROAD NORTH,MANSFIELD,OH,44906,RICHLAND,USA
G3901390,9468,VILLAGE OF LEXINGTON POLICE DEPARTMENT,44 WEST MAIN STREET,LEXINGTON,OH,44904,RICHLAND,USA
G3901390,19789,OHIO STATE HIGHWAY PATROL - MANSFIELD POST,2221 SOUTH MAIN STREET,MANSFIELD,OH,44907,RICHLAND,USA
G3901390,19601,VILLAGE OF BUTLER POLICE DEPARTMENT,33 WEST ELM STREET,BUTLER,OH,44822,RICHLAND,USA
G3901390,9117,VILLAGE OF BELLVILLE POLICE DEPARTMENT,142 PARK PLACE,BELLVILLE,OH,44813,RICHLAND,USA
G3901390,11139,BELLVILLE POLICE DEPARTMENT,320 BELL STREET,BELLVILLE,OH,44813,RICHLAND,USA
G3901390,5509,MANSFIELD POLICE DEPARTMENT / METRICH ENFORCEMENT UNIT,30 NORTH DIAMOND STREET,MANSFIELD,OH,44902,RICHLAND,USA
G3901390,21974,RICHLAND COUNTY JAIL,73 EAST 2ND STREET,MANSFIELD,OH,44902,RICHLAND,USA
G3901390,9549,RICHLAND COUNTY SHERIFFS OFFICE,597 PARK AVENUE EAST,MANSFIELD,OH,44905,RICHLAND,USA
G3901510,7211,UNIONTOWN POLICE DEPARTMENT,1635 EDISON STREET NORTHWEST,UNIONTOWN,OH,44685,STARK,USA
G3901510,8269,VILLAGE OF HARTVILLE POLICE DEPARTMENT,202 WEST MAPLE STREET,HARTVILLE,OH,44632,STARK,USA
G3901510,7400,MARLBORO TOWNSHIP POLICE DEPARTMENT,7344 EDISON STREET NORTHEAST,HARTVILLE,OH,44632,STARK,USA
G3901510,13362,ALLIANCE POLICE DEPARTMENT,470 EAST MARKET STREET,ALLIANCE,OH,44601,STARK,USA
G3901510,8302,MINERVA POLICE DEPARTMENT,209 NORTH MARKET STREET,MINERVA,OH,44657,STARK,USA
G3901510,11007,MAGNOLIA POLICE DEPARTMENT,328 NORTH MAIN STREET,MAGNOLIA,OH,44643,STARK,USA
G3901510,11140,WAYNESBURG POLICE DEPARTMENT,141 SPRING VALLEY LN,WAYNESBURG,OH,44688,STARK,USA
G3901510,6422,EAST CANTON POLICE DEPARTMENT,130 SOUTH CEDAR STREET,EAST CANTON,OH,44730,STARK,USA
G3901510,9476,STARK COUNTY SHERIFFS OFFICE / STARK COUNTY JAIL,4500 ATLANTIC BOULEVARD NORTHEAST,CANTON,OH,44705,STARK,USA
G3901510,6304,LOUISVILLE POLICE DEPARTMENT,215 SOUTH MILL STREET,LOUISVILLE,OH,44641,STARK,USA
G3901510,7379,CANTON POLICE DEPARTMENT,221 3RD STREET SOUTHWEST,CANTON,OH,44702,STARK,USA
G3901510,5469,NORTH CANTON POLICE DEPARTMENT,145 NORTH MAIN STREET,NORTH CANTON,OH,44720,STARK,USA
G3901510,19434,OHIO STATE HIGHWAY PATROL - NORTH CANTON PATROL POST 76,4711 SHUFFEL STREET NORTHWEST,NORTH CANTON,OH,44720,STARK,USA
G3901510,13283,JACKSON TOWNSHIP POLICE DEPARTMENT,7383 FULTON DRIVE NORTHWEST,MASSILLON,OH,44646,STARK,USA
G3901510,11318,HILLS AND DALE POLICE DEPARTMENT,2200 DUNKEITH DRIVE NORTHWEST,CANTON,OH,44708,STARK,USA
G3901510,19077,STARK COUNTY PARK DISTRICT ENFORCEMENT DIVISION,798 GENOA AVENUE NORTHWEST,MASSILLON,OH,44646,STARK,USA
G3901510,6455,PERRY TOWNSHIP POLICE DEPARTMENT,622 GENOA AVENUE SOUTHWEST,MASSILLON,OH,44646,STARK,USA
G3901510,10173,NAVARRE POLICE DEPARTMENT,27 CANAL STREET WEST,NAVARRE,OH,44662,STARK,USA
G3901510,14097,BREWSTER POLICE DEPARTMENT,145 WEST FIRST STREET,BREWSTER,OH,44613,STARK,USA
G3901510,14096,BEACH CITY POLICE DEPARTMENT,302 NORTH CHURCH AVENUE,BEACH CITY,OH,44608,STARK,USA
G3901510,9273,WILMOT POLICE DEPARTMENT,207 MASSILLON STREET,WILMOT,OH,44689,STARK,USA
G3901510,14022,MASSILLON POLICE DEPARTMENT,2 JAMES DUNCAN PLAZA, SUITE 1,MASSILLON,OH,44646,STARK,USA
G3901510,13256,CANAL FULTON POLICE DEPARTMENT,1165 SOUTH LOCUST STREET,CANAL FULTON,OH,44614,STARK,USA
G3901510,19429,LAWRENCE TOWNSHIP POLICE DEPARTMENT,5830 MANCHESTER AVENUE NORTHWEST,NORTH LAWRENCE,OH,44666,STARK,USA
