GISJOIN,FID,Name,Address,City,State,ZIP,County,Country
G0600370,633,ASSUMPTION OF THE BVM ELEMENTARY SCHOOL,2660 E ORANGE GROVE BLVD,PASADENA,CA,91107,LOS ANGELES,USA
G0600370,697,WEIZMANN DAY SCHOOL,1434 N ALTADENA DR,PASADENA,CA,91107,LOS ANGELES,USA
G0600370,21115,STRATFORD SCHOOL- ALTADENA ALLEN,2046 ALLEN AVE,ALTADENA,CA,91001,LOS ANGELES,USA
G0600370,14483,LA CANADA PREPARATORY SCHOOL,4490 CORNISHON AVE STE 1,LA CANADA FLINTRIDGE,CA,91011,LOS ANGELES,USA
G0600370,1543,HOGGS HOLLOW,4490 CORNISHON AVE,LA CANADA FLINTRIDGE,CA,91011,LOS ANGELES,USA
G0600370,776,FLINTRIDGE MONTESSORI SCHOOL,1739 FOOTHILL BLVD,LA CANADA FLINTRIDGE,CA,91011,LOS ANGELES,USA
G0600370,681,ELLIOTT INSTITUTE,2506 FOOTHILL BLVD,LA CRESCENTA,CA,91214,LOS ANGELES,USA
G0600370,1288,ROBBINS NEST PRESCHOOL,2912 HONOLULU AVE,LA CRESCENTA,CA,91214,LOS ANGELES,USA
G0600370,1287,ARMENIAN SISTERS ACADEMY,2361 FLORENCITA AVE,MONTROSE,CA,91020,LOS ANGELES,USA
G0600370,1289,MONTROSE CHRISTIAN MONTESSORI,2545 HONOLULU AVE,MONTROSE,CA,91020,LOS ANGELES,USA
G0600370,1510,ST JAMES-HOLY REDEEMER SCHOOL,4635 DUNSMORE AVE,LA CRESCENTA,CA,91214,LOS ANGELES,USA
G0600370,680,LA CRESCENTA MONTESSORI SCHOOL,3811 FOOTHILL BLVD,LA CRESCENTA,CA,91214,LOS ANGELES,USA
G0600370,1291,FIRST STEPS SCHOOL,6245 HONOLULU AVE,LA CRESCENTA,CA,91214,LOS ANGELES,USA
G0600370,1509,OUR LADY OF LOURDES SCHOOL,7324 APPERSON ST,TUJUNGA,CA,91042,LOS ANGELES,USA
G0600370,15174,A CARING TOUCH CHRISTIAN FAMILY CENTER,3035 E AVE S,PALMDALE,CA,93550,LOS ANGELES,USA
G0600370,1493,ST DOROTHY ELEMENTARY SCHOOL,215 S VALLEY CENTER AVE,GLENDORA,CA,91741,LOS ANGELES,USA
G0600370,1492,HOPE LUTHERAN ELEMENTARY SCHOOL,1041 E FOOTHILL BLVD,GLENDORA,CA,91741,LOS ANGELES,USA
G0600370,16410,GRACE LUTHERAN PRESCHOOL AND KINDERGARTEN,804 E FOOTHILL BLVD,GLENDORA,CA,91741,LOS ANGELES,USA
G0600370,775,FOOTHILL CHRISTIAN SCHOOL,242 W BASELINE RD,GLENDORA,CA,91740,LOS ANGELES,USA
G0600370,1491,ST LUCYS PRIORY HIGH SCHOOL,655 W SIERRA MADRE AVE,GLENDORA,CA,91741,LOS ANGELES,USA
G0600370,1311,ST FRANCES OF ROME SCHOOL,734 N PASADENA AVE,AZUSA,CA,91702,LOS ANGELES,USA
G0600370,688,JUBILEE CHRISTIAN SCHOOL,1211 E BADILLO ST,WEST COVINA,CA,91790,LOS ANGELES,USA
G0600370,1309,FIRST BAPTIST PRESCHOOL,200 N 2ND AVE,COVINA,CA,91723,LOS ANGELES,USA
G0600370,721,GATEWAY MONTESSORI & PRESCHOOL,4730 N GRAND AVE,COVINA,CA,91724,LOS ANGELES,USA
G0600370,1494,ST LOUISE DE MARILLAC SCHOOL,1728 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,USA
G0600370,1310,SONRISE CHRISTIAN SCHOOL,1220 E RUDDOCK ST,COVINA,CA,91724,LOS ANGELES,USA
G0600370,1490,WEST COVINA HILLS ADVENTIST SCHOOL,3528 E TEMPLE WAY,WEST COVINA,CA,91791,LOS ANGELES,USA
G0600370,1317,KID JUNCTION,20704 SAN JOSE HILLS RD,WALNUT,CA,91789,LOS ANGELES,USA
G0600370,14296,WALNUT INTERNATIONAL MONTESSORI PRESCHOOL,20781 AMAR RD STE 1,WALNUT,CA,91789,LOS ANGELES,USA
G0600370,1489,CHRIST LUTHERAN SCHOOL,311 S CITRUS ST,WEST COVINA,CA,91791,LOS ANGELES,USA
G0600370,795,DISCOVERY MONTESSORI PRESCHOOL KINDERGARTEN,2451 E GARVEY AVE N,WEST COVINA,CA,91791,LOS ANGELES,USA
G0600370,1488,SOUTH HILLS ACADEMY,1600 E FRANCISQUITO AVE,WEST COVINA,CA,91791,LOS ANGELES,USA
G0600370,17638,MONTESSORI ACADEMY OF WEST COVINA,1030 E MERCED AVE,WEST COVINA,CA,91790,LOS ANGELES,USA
G0600370,1484,ST MARTHA SCHOOL,440 N AZUSA AVE,LA PUENTE,CA,91744,LOS ANGELES,USA
G0600370,20946,BRIGHT STAR MONTESSORI ACADEMY,800 FRANCESCA DR,WALNUT,CA,91789,LOS ANGELES,USA
G0600370,18692,WALNUT MONTESSORI PRESCHOOL ACADEMY,3457 S NOGALES ST,WEST COVINA,CA,91792,LOS ANGELES,USA
G0600370,1313,OXFORD SCHOOL,18760 COLIMA RD,ROWLAND HEIGHTS,CA,91748,LOS ANGELES,USA
G0600370,1314,IVY LEAGUE SCHOOL,19267 COLIMA RD # 8,ROWLAND HEIGHTS,CA,91748,LOS ANGELES,USA
G0600370,1312,FAIRWAY EDUCATION CENTER,19560 E WALNUT DR S,ROWLAND HEIGHTS,CA,91748,LOS ANGELES,USA
G0600370,20984,ELITE OPEN SCHOOL,19735 COLIMA RD # 2,ROWLAND HEIGHTS,CA,91748,LOS ANGELES,USA
G0600370,20889,ELITE OPEN SCHOOL,1120 ROOSEVELT,IRVINE,CA,92620,ORANGE,USA
G0600370,15611,SOUTHLANDS CHRISTIAN SCHOOLS,18550 FARJARDO ST,ROWLAND HEIGHTS,CA,91748,LOS ANGELES,USA
G0600370,16236,DIAMOND CANYON CHRISTIAN PRESCHOOL,3338 S DIAMOND CANYON RD,DIAMOND BAR,CA,91765,LOS ANGELES,USA
G0600370,780,DISCOVERY WORLD MONTESSORI,801 BREA CANYON RD,WALNUT,CA,91789,LOS ANGELES,USA
G0600370,686,THE CROSS CHRISTIAN SCHOOL,20675 LA PUENTE RD,WALNUT,CA,91789,LOS ANGELES,USA
G0600370,1316,VILLAGE MONTESSORI ACADEMY,23431 GOLDEN SPRINGS DR,DIAMOND BAR,CA,91765,LOS ANGELES,USA
G0600370,1315,MT CALVARY LUTHERAN SCHOOL,23300 GOLDEN SPRINGS DR,DIAMOND BAR,CA,91765,LOS ANGELES,USA
G0600370,683,DIAMOND BAR MONTESSORI ACADEMY,23555 PALOMINO DR,DIAMOND BAR,CA,91765,LOS ANGELES,USA
G0600370,1343,DBC CHILDREN'S CENTER,2335 S DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,LOS ANGELES,USA
G0600370,1318,ST JOSEPH ELEMENTARY SCHOOL,1200 W HOLT AVE,POMONA,CA,91768,LOS ANGELES,USA
G0600370,21065,NEW COMMUNITY ACADEMY,586 N MAIN ST,POMONA,CA,91768,LOS ANGELES,USA
G0600370,21028,L.A. COUNTY FAIR ASSOC. CHILD DEVELOPMENT CENTER,1101 W MCKINLEY AVE # 1,POMONA,CA,91768,LOS ANGELES,USA
G0600370,14287,LIGHTHOUSE BAPTIST ACADEMY,2600 N WHITE AVE,LA VERNE,CA,91750,LOS ANGELES,USA
G0600370,15206,CHILDRENS MONTESSORI CENTER OF VIA VERDE,1190 VIA VERDE,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,699,JOAN MACY SCHOOL,1350 3RD ST,LA VERNE,CA,91750,LOS ANGELES,USA
G0600370,14239,HOLY NAME OF MARY ELEMENTARY SCHOOL,124 S SAN DIMAS CANYON RD,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,1496,DAMIEN HIGH SCHOOL,2280 DAMIEN AVE,LA VERNE,CA,91750,LOS ANGELES,USA
G0600370,1495,CALVARY BAPTIST SCHOOLS,2990 DAMIEN AVE,LA VERNE,CA,91750,LOS ANGELES,USA
G0600370,15201,CANYON VIEW SCHOOL,762 CYPRESS ST,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,18584,DOVE DAY SCHOOL- EDUCATIONAL PROGRAMS- INC.,908 W ARROW HWY,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,650,ARROW MONTESSORI SCHOOL OF SAN DIMAS,818 W GLADSTONE ST,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,747,KINDERCARE LEARNING CENTER,455 E FOOTHILL BLVD,SAN DIMAS,CA,91773,LOS ANGELES,USA
G0600370,652,LUTHERAN HIGH SCHOOL,3960 FRUIT ST,LA VERNE,CA,91750,LOS ANGELES,USA
G0600370,779,ICC COMMUNITY SCHOOL,3619 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,USA
G0600370,1499,THE WEBB SCHOOLS,1175 W BASELINE RD,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,1500,WESTERN CHRISTIAN SCHOOL,3105 PADUA AVE,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,15172,INTERNATIONAL MONTESSORI PRESCHOOL,211 E ARROW HWY,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,792,KIDDIE ACADEMY,663 E FOOTHILL BLVD,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,1498,OUR LADY OF THE ASSUMPTION SCHOOL,611 W BONITA AVE,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,1497,FOOTHILL COUNTRY DAY SCHOOL,1035 HARRISON AVE,CLAREMONT,CA,91711,LOS ANGELES,USA
G0600370,1501,ST MADELEINE SCHOOL,935 E KINGSLEY AVE,POMONA,CA,91767,LOS ANGELES,USA
G0600370,1340,BEATITUDES OF OUR LORD CATHOLIC SCHOOL,13021 SANTA GERTRUDES AVE,LA MIRADA,CA,90638,LOS ANGELES,USA
G0600370,1422,LA MIRADA HEIGHTS CHRISTIAN PRESCHOOL & ELEMENTARY,12200 OXFORD DR,LA MIRADA,CA,90638,LOS ANGELES,USA
G0600370,751,HEIGHTS CHRISTIAN SCHOOLS-BLUEFIELD CAMPUS,12900 BLUEFIELD AVE,LA MIRADA,CA,90638,LOS ANGELES,USA
G0600370,20939,BIOLA YOUTH ACADEMICS PRIVATE SATELLITE PROGRAM,14540 SAN CRISTOBAL,LA MIRADA,CA,90638,LOS ANGELES,USA
G0600370,786,KINDERCARE LEARNING CENTER,18727 CARMENITA RD,CERRITOS,CA,90703,LOS ANGELES,USA
G0600370,1421,ST PAUL OF THE CROSS SCHOOL,14030 FOSTER RD,LA MIRADA,CA,90638,LOS ANGELES,USA
G0600370,1420,ST LINUS CATHOLIC ELEMENTARY SCHOOL,13913 SHOEMAKER AVE,NORWALK,CA,90650,LOS ANGELES,USA
G0600370,1418,OUR LADY OF FATIMA SCHOOL,18626 CLARKDALE AVE,ARTESIA,CA,90701,LOS ANGELES,USA
G0600370,1339,MONTESSORI HOUSE OF CHILDREN,18523 ARLINE AVE,ARTESIA,CA,90701,LOS ANGELES,USA
G0600370,17691,WONDERLAND PRESCHOOL,10440 ARTESIA BLVD,BELLFLOWER,CA,90706,LOS ANGELES,USA
G0600370,20880,VALLEY CHRISTIAN HIGH SCHOOL,17700 DUMONT AVE,CERRITOS,CA,90703,LOS ANGELES,USA
G0600370,689,BRIGHT TIME CHILD CARE LEARNING CENTER,6504 S ST,LAKEWOOD,CA,90713,LOS ANGELES,USA
G0600370,1338,ST JOSEPH ELEMENTARY SCHOOL,6200 E WILLOW ST,LONG BEACH,CA,90815,LOS ANGELES,USA
G0600370,1411,ST ANTHONY HIGH SCHOOL,620 OLIVE AVE,LONG BEACH,CA,90802,LOS ANGELES,USA
G0600370,1412,ST ANTHONY PARISH SCHOOL,855 E 5TH ST,LONG BEACH,CA,90802,LOS ANGELES,USA
G0600370,696,MONTESSORI ON ELM,930 ELM AVE,LONG BEACH,CA,90813,LOS ANGELES,USA
G0600370,15215,CREATIVE ARTS SCHOOL,1423 WALNUT AVE,LONG BEACH,CA,90813,LOS ANGELES,USA
G0600370,14252,MARINA MONTESSORI,2301 XIMENO AVE,LONG BEACH,CA,90815,LOS ANGELES,USA
G0600370,18651,MAPLE VILLAGE WALDORF SCHOOL,4017 E 6TH ST,LONG BEACH,CA,90814,LOS ANGELES,USA
G0600370,1320,MONTESSORI CHILDRENS HOUSE,5550 E ATHERTON ST,LONG BEACH,CA,90815,LOS ANGELES,USA
G0600370,1413,OUR LADY OF REFUGE SCHOOL,5210 E LOS COYOTES DIAGONAL,LONG BEACH,CA,90815,LOS ANGELES,USA
G0600370,1415,ST CORNELIUS ELEMENTARY,3330 N BELLFLOWER BLVD,LONG BEACH,CA,90808,LOS ANGELES,USA
G0600370,793,WESTERLY SCHOOL OF LONG BEACH,2950 E 29TH ST,LONG BEACH,CA,90806,LOS ANGELES,USA
G0600370,673,LAKEWOOD CHRISTIAN SCHOOLS,5336 E ARBOR RD,LONG BEACH,CA,90808,LOS ANGELES,USA
G0600370,20217,MONTESSORI SCHOOL EUREKA,5306 E ARBOR RD,LONG BEACH,CA,90808,LOS ANGELES,USA
G0600370,1337,BETHANY LUTHERAN SCHOOL,5100 E ARBOR RD,LONG BEACH,CA,90808,LOS ANGELES,USA
G0600370,1414,ST CYPRIAN ELEMENTARY SCHOOL,5133 E ARBOR RD,LONG BEACH,CA,90808,LOS ANGELES,USA
G0600370,787,EDUCARE PRESCHOOL,4300 BELLFLOWER BLVD,LAKEWOOD,CA,90713,LOS ANGELES,USA
G0600370,20881,SPECTRUM CENTER- LONG BEACH ELEMENTARY,6011 CENTRALIA ST,LAKEWOOD,CA,90713,LOS ANGELES,USA
G0600370,1417,ST JOSEPH HIGH SCHOOL,5825 WOODRUFF AVE,LAKEWOOD,CA,90713,LOS ANGELES,USA
G0600370,18681,SOUTHLAND CHRISTIAN ACADEMY,16400 WOODRUFF AVE,BELLFLOWER,CA,90706,LOS ANGELES,USA
G0600370,743,CREATIVE DAY PRESCHOOL & ACADEMY,8740 RAMONA ST,BELLFLOWER,CA,90706,LOS ANGELES,USA
G0600370,15108,GIANT STEPS CHILDRENS CENTER,6951 OBISPO AVE,LONG BEACH,CA,90805,LOS ANGELES,USA
G0600370,1416,ST PANCRATIUS ELEMENTARY SCHOOL,3601 SAINT PANCRATIUS PL,LAKEWOOD,CA,90712,LOS ANGELES,USA
G0600370,20882,SPECTRUM CENTER- LONG BEACH MIDDLE MARKET STREET,1022 E MARKET ST,LONG BEACH,CA,90805,LOS ANGELES,USA
G0600370,1336,GETHSEMANE BAPTIST CHRISTIAN SCHOOL,6095 ORANGE AVE,LONG BEACH,CA,90805,LOS ANGELES,USA
G0600370,17650,PACIFIC BAPTIST SCHOOL,3332 MAGNOLIA AVE,LONG BEACH,CA,90806,LOS ANGELES,USA
G0600370,1335,PARKRIDGE PRIVATE SCHOOL,3605 LONG BEACH BLVD STE 101,LONG BEACH,CA,90807,LOS ANGELES,USA
G0600370,18684,ST BARNABAS PARISH SCHOOL,3980 MARRON AVE,LONG BEACH,CA,90807,LOS ANGELES,USA
G0600370,1410,ST LUCY SCHOOL,2320 COTA AVE,LONG BEACH,CA,90810,LOS ANGELES,USA
G0600370,765,CARSON CHRISTIAN SCHOOL,17705 CENTRAL AVE,CARSON,CA,90746,LOS ANGELES,USA
G0600370,17386,GOLDEN WINGS ACADEMY INC,812 E CARSON ST,CARSON,CA,90745,LOS ANGELES,USA
G0600370,730,HAPPY TOTS MONTESSORI SCHOOL,25405 NORMANDIE AVE,HARBOR CITY,CA,90710,LOS ANGELES,USA
G0600370,20975,DEVIN A. GONZALES II ACADEMY OF THE ART'S AND SC,336 E 238TH ST,CARSON,CA,90745,LOS ANGELES,USA
G0600370,1407,PACIFIC HARBOR CHRISTIAN SCHOOL,1530 WILMINGTON BLVD,WILMINGTON,CA,90744,LOS ANGELES,USA
G0600370,1409,SS PETER & PAUL ELEMENTARY SCHOOL,706 BAY VIEW AVE,WILMINGTON,CA,90744,LOS ANGELES,USA
G0600370,796,VERMONT CHRISTIAN SCHOOL,25500 VERMONT AVE,HARBOR CITY,CA,90710,LOS ANGELES,USA
G0600370,1319,MARY STAR OF THE SEA SCHOOL,717 S CABRILLO AVE,SAN PEDRO,CA,90731,LOS ANGELES,USA
G0600370,1400,HOLY TRINITY SCHOOL,1226 W SANTA CRUZ ST,SAN PEDRO,CA,90732,LOS ANGELES,USA
G0600370,1204,BRIGHTER DAYS MONTESSORI SCHOOL,1903 W SUMMERLAND ST,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,USA
G0600370,655,CHRIST LUTHERAN CHURCH & SCHOOL,28850 S WESTERN AVE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,USA
G0600370,15105,ROLLING HILLS PREPARATORY SCHOOL,1500 PALOS VERDES DR N,SAN PEDRO,CA,90732,LOS ANGELES,USA
G0600370,17656,RENAISSANCE SCHOOL FOR ARTS AND SCIENCES,1500 PALOS VERDES DR N,SAN PEDRO,CA,90732,LOS ANGELES,USA
G0600370,18540,LEPORT MONTESSORI SCHOOL,2342 PACIFIC COAST HWY,LOMITA,CA,90717,LOS ANGELES,USA
G0600370,15167,NEW HORIZONS CHILD DEVMNT CENTER,26945 ROLLING HILLS RD,ROLLING HILLS ESTATES,CA,90274,LOS ANGELES,USA
G0600370,15169,CENTER FOR LEARNING UNLIMITED,2785 PACIFIC COAST HWY STE G,TORRANCE,CA,90505,LOS ANGELES,USA
G0600370,1408,ST MARGARET MARY SCHOOL,25515 ESHELMAN AVE,LOMITA,CA,90717,LOS ANGELES,USA
G0600370,18672,PINES CHRISTIAN- THE,25200 WESTERN AVE,HARBOR CITY,CA,90710,LOS ANGELES,USA
G0600370,724,TORRANCE MONTESSORI SCHOOL,2747 CABRILLO AVE,TORRANCE,CA,90501,LOS ANGELES,USA
G0600370,21079,PACIFIC EXPLORER MONTESSORI,22504 ERIEL AVE,TORRANCE,CA,90505,LOS ANGELES,USA
G0600370,21061,NATIVITY CATHOLIC SCHOOL,2371 W CARSON ST,TORRANCE,CA,90501,LOS ANGELES,USA
G0600370,14801,THE CHILDRENS PLACE,1625 CRENSHAW BLVD,TORRANCE,CA,90501,LOS ANGELES,USA
G0600370,781,THE CHILDRENS PLACE SCHOOL,1215 CRENSHAW BLVD,TORRANCE,CA,90501,LOS ANGELES,USA
G0600370,1406,FIRST LUTHERAN SCHOOL,2900 W CARSON ST,TORRANCE,CA,90503,LOS ANGELES,USA
G0600370,1324,HICKORY TREE SCHOOL,21720 MADRONA AVE,TORRANCE,CA,90503,LOS ANGELES,USA
G0600370,729,BREAD OF LIFE CHURCH KINDERGARTEN,2780 LOMITA BLVD,TORRANCE,CA,90505,LOS ANGELES,USA
G0600370,21056,MR. J'S ACADEMY,22760 HAWTHORNE BLVD STE 106,TORRANCE,CA,90505,LOS ANGELES,USA
G0600370,725,LEAP & BOUND ACADEMY,22410 PALOS VERDES BLVD,TORRANCE,CA,90505,LOS ANGELES,USA
G0600370,1404,ST LAWRENCE MARTYR ELEMENTARY SCHOOL,1950 S PROSPECT AVE,REDONDO BEACH,CA,90277,LOS ANGELES,USA
G0600370,21121,THE KNOWING GARDEN,301 AVE D,REDONDO BEACH,CA,90277,LOS ANGELES,USA
G0600370,18519,MONTESSORI SCHOOL PENINSULA,907 KNOB HILL AVE,REDONDO BEACH,CA,90277,LOS ANGELES,USA
G0600370,1403,RIVIERA HALL LUTHERAN SCHOOL,330 PALOS VERDES BLVD,REDONDO BEACH,CA,90277,LOS ANGELES,USA
G0600370,1401,CHADWICK SCHOOL,26800 ACADEMY DR,PALOS VERDES PENINSULA,CA,90274,LOS ANGELES,USA
G0600370,1402,ST JOHN FISHER SCHOOL,5446 CREST RD,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,USA
G0600370,770,PENINSULA MONTESSORI SCHOOL,31100 HAWTHORNE BLVD,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,USA
G0600370,15166,MCKINNA LEARNING CENTER,28990 PACIFIC COAST HWY STE 217,MALIBU,CA,90265,LOS ANGELES,USA
G0600370,632,OUR LADY OF MALIBU SCHOOL,3625 S WINTER CANYON RD,MALIBU,CA,90265,LOS ANGELES,USA
G0600370,1213,ILAN RAMON DAY SCHOOL,27400 CANWOOD ST,AGOURA,CA,91301,LOS ANGELES,USA
G0600370,17641,MONTESSORI SCHOOL OF AGOURA,28124 DRR AVE,AGOURA,CA,91301,LOS ANGELES,USA
G0600370,1212,BORN LEARNERS SCHOOL,28348 AGOURA RD,AGOURA HILLS,CA,91301,LOS ANGELES,USA
G0600370,18556,ALEXANDRIA ACADEMY- THE,5776 D LINDERO CANYON RD#353,WEST LAKE VILLAGE 91362,CA,91362,LOS ANGELES,USA
G0600370,1349,OAKS CHRISTIAN SCHOOL,31749 LA TIENDA RD,WESTLAKE VILLAGE,CA,91362,LOS ANGELES,USA
G0600370,20886,HALSTROM ACADEMY - WESTLAKE VILLAGE,30700 RUSSELL RANCH ROAD, STE 180,WESTLAKE VILLAGE,CA,91361,LOS ANGELES,USA
G0600010,507,TILDEN PREPARATORY SCHOOL,1231 SOLANO AVE,ALBANY,CA,94706,ALAMEDA,USA
G0600010,523,MAYBECK HIGH SCHOOL,2727 COLLEGE AVE,BERKELEY,CA,94705,ALAMEDA,USA
G0600010,18586,EAST BAY SCHOOL FOR BOYS,2340 DURANT AVE,BERKELEY,CA,94704,ALAMEDA,USA
G0600010,488,THE ELMWOOD ACADEMY,2722 BENVENUE AVE,BERKELEY,CA,94705,ALAMEDA,USA
G0600010,20936,BERKELEY ROSE WALDORF SCHOOL,2515 HILLEGASS AVE,BERKELEY,CA,94704,ALAMEDA,USA
G0600010,461,HOLY NAMES HIGH SCHOOL,4660 HARBORD DR,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,449,ST THERESA SCHOOL,4850 CLAREWOOD DR,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,483,AURORA SCHOOL,40 DULWICH RD,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,15866,BENTLEY SCHOOL,1 HILLER DR,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,470,THE COLLEGE PREPARATORY SCHOOL,6100 BROADWAY,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,18655,MENTORING ACADEMY,5951 COLLEGE AVE,OAKLAND,CA,94618,ALAMEDA,USA
G0600010,506,ESCUELA BILINGUE INTERNACIONAL,410 ALCATRAZ AVE,OAKLAND,CA,94609,ALAMEDA,USA
G0600010,481,PACIFIC BOYCHOIR ACADEMY,215 RIDGEWAY AVE,OAKLAND,CA,94611,ALAMEDA,USA
G0600010,525,PARK DAY SCHOOL,360 42ND ST,OAKLAND,CA,94609,ALAMEDA,USA
G0600010,526,SCHOOL OF SAINT LEO THE GREAT,4238 HOWE ST,OAKLAND,CA,94611,ALAMEDA,USA
G0600010,14426,PACIFIC RIM INT'L SCHOOL,454 PENINSULA AVE,SAN MATEO,CA,94401,SAN MATEO,USA
G0600010,471,WALDEN CENTER & SCHOOL,2446 MCKINLEY AVE,BERKELEY,CA,94703,ALAMEDA,USA
G0600010,465,THE BERKELEY SCHOOL,1310 UNIVERSITY AVE,BERKELEY,CA,94702,ALAMEDA,USA
G0600010,466,BERKWOOD HEDGE SCHOOL,1809 BANCROFT WAY,BERKELEY,CA,94703,ALAMEDA,USA
G0600010,20932,BAYHILL HIGH SCHOOL,1940 VIRGINIA ST,BERKELEY,CA,94709,ALAMEDA,USA
G0600010,455,SCHOOL OF THE MADELEINE,1225 MILVIA ST,BERKELEY,CA,94709,ALAMEDA,USA
G0600010,522,ST MARY'S COLLEGE HIGH SCHOOL,1294 ALBINA AVE,BERKELEY,CA,94706,ALAMEDA,USA
G0600010,508,THE CROWDEN SCHOOL,1475 ROSE ST,BERKELEY,CA,94702,ALAMEDA,USA
G0600010,524,BLACK PINE CIRCLE SCHOOL,2027 7TH ST,BERKELEY,CA,94710,ALAMEDA,USA
G0600010,509,BRIGHT STAR MONTESSORI SCHOOL,1370 MARIN AVE,ALBANY,CA,94706,ALAMEDA,USA
G0600010,511,VIA CENTER,2126 6TH ST,BERKELEY,CA,94710,ALAMEDA,USA
G0600010,495,NIA HOUSE LEARNING CENTER,2234 9TH ST,BERKELEY,CA,94710,ALAMEDA,USA
G0600010,15592,ECOLE BILINGUE DE BERKELEY,1009 HEINZ AVE,BERKELEY,CA,94710,ALAMEDA,USA
G0600010,500,PENTECOSTAL WAY OF TRUTH SCHOOL ACADEMY,1575 7TH ST,OAKLAND,CA,94607,ALAMEDA,USA
G0600010,518,ST VINCENT'S DAY HOME,1086 8TH ST,OAKLAND,CA,94607,ALAMEDA,USA
G0600010,480,STARLITE CHILD DEVELOPMENT CENTER,246 14TH ST,OAKLAND,CA,94612,ALAMEDA,USA
G0600010,21029,LAMBO ACADEMY INTERNATIONAL,388 9TH ST STE 183,OAKLAND,CA,94607,ALAMEDA,USA
G0600010,475,CHINESE CHRISTIAN SCHOOLS,1801 N LOOP RD,ALAMEDA,CA,94502,ALAMEDA,USA
G0600010,18574,CALIFORNIA CROSSPOINT HIGH SCHOOL,25500 INDUSTRIAL BLVD,ALAMEDA,CA,94502,ALAMEDA,USA
G0600010,15165,SPECTRUM CENTER,6325 CAMDEN ST,OAKLAND,CA,94605,ALAMEDA,USA
G0600010,486,MILLS COLLEGE CHILDRENS SCHOOL,5000 MACARTHUR BLVD,OAKLAND,CA,94613,ALAMEDA,USA
G0600010,478,JULIA MORGAN SCHOOL FOR GIRLS,5000 MACARTHUR BLVD,OAKLAND,CA,94613,ALAMEDA,USA
G0600010,494,MOUNTAIN BLVD MONTESSORI SCHOOL,4432 MOUNTAIN BLVD,OAKLAND,CA,94619,ALAMEDA,USA
G0600010,519,FIRST COVENANT TREEHOUSE PRESCHOOL & KINDERGARTEN,4000 REDWOOD RD,OAKLAND,CA,94619,ALAMEDA,USA
G0600010,468,RASKOB DAY SCHOOL,3520 MOUNTAIN BLVD,OAKLAND,CA,94619,ALAMEDA,USA
G0600010,467,PATTEN ACADEMY OF CHRISTIAN EDUCATION,2433 COOLIDGE AVE,OAKLAND,CA,94601,ALAMEDA,USA
G0600010,474,RISING STAR MONTESSORI,1421 HIGH ST,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,527,ST PHILIP NERI SCHOOL,1335 HIGH ST,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,521,MONTESSORI ELEMENTARY SCHOOL OF ALAMEDA,2226 ENCINAL AVE,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,459,ALAMEDA CHRISTIAN SCHOOL,2226 PACIFIC AVE,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,20206,DA VINCI CENTER FOR GIFTED CHILDREN,2050 LINCOLN AVE,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,520,BAYSIDE MONTESSORI ASSOCIATION,1523 WILLOW ST,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,454,ST JOSEPH ELEMENTARY SCHOOL,1910 SAN ANTONIO AVE,ALAMEDA,CA,94501,ALAMEDA,USA
G0600010,460,ST ELIZABETH ELEMENTARY SCHOOL,1516 33RD AVE,OAKLAND,CA,94601,ALAMEDA,USA
G0600010,451,ST ANTHONY CATHOLIC SCHOOL,1500 E 15TH ST,OAKLAND,CA,94606,ALAMEDA,USA
G0600010,17669,ST PAULS EPISCOPAL SCHOOL,116 MONTECITO AVE,OAKLAND,CA,94610,ALAMEDA,USA
G0600010,516,CORPUS CHRISTI SCHOOL,1 ESTATES DR,PIEDMONT,CA,94611,ALAMEDA,USA
G0600010,497,THE RENAISSANCE INTERNATIONAL SCHOOL,3650 DIMOND AVE,OAKLAND,CA,94602,ALAMEDA,USA
