GISJOIN,FID,Name,Address,City,State,ZIP,County,Country
G0100890,15136,THE RILEY BEHAVIORAL AND EDUCATIONAL CENTER,4092 MEMORIAL PKWY SW STE 105,HUNTSVILLE,AL,35802,MADISON,USA
G0100890,102,WHITESBURG CHRISTIAN ACADEMY,7290 WHITESBURG DR SW,HUNTSVILLE,AL,35802,MADISON,USA
G0100890,111,MAYFAIR CHILD DEVELOPMENT CENTER,1095 CARL T JONES DR SE,HUNTSVILLE,AL,35802,MADISON,USA
G0100890,112,HOLY SPIRIT REGIONAL CATHOLIC SCHOOL,619 AIRPORT RD,HUNTSVILLE,AL,35802,MADISON,USA
G0100890,115,RANDOLPH SCHOOL,1005 DRAKE AVE SE,HUNTSVILLE,AL,35802,MADISON,USA
G0100890,14792,MADISON BAPTIST ACADEMY,840 BALCH RD,MADISON,AL,35758,MADISON,USA
G0100890,18501,WESTMINSTER CHRISTIAN ACAD - LOWER SCHOOL CAMPUS,375 MOUNT ZION RD,MADISON,AL,35757,MADISON,USA
G0100890,109,ST JOHN THE BAPTIST CATHOLIC SCHOOL,1057 HUGHES RD,MADISON,AL,35758,MADISON,USA
G0100890,104,THE COUNTRY DAY SCHOOL,1699 OLD DRY CREEK RD NW,HUNTSVILLE,AL,35806,MADISON,USA
G0100890,15260,HUNTSVILLE CHRISTIAN ACADEMY,175 W PARK LOOP NW,HUNTSVILLE,AL,35806,MADISON,USA
G0100890,108,CALVARY BAPTIST ACADEMY,126 DOUGLASS RD NW,HUNTSVILLE,AL,35806,MADISON,USA
G0100890,14844,GREENGATE SCHOOL,2800 POPLAR AVE NW UNIT B,HUNTSVILLE,AL,35816,MADISON,USA
G0100890,20398,LINCOLN ACADEMY,1110 MERIDIAN ST,HUNTSVILLE,AL,35801,MADISON,USA
G0100890,107,SUSANNA WESLEY EARLY EDUCATION MINISTRY,120 GREENE ST SE,HUNTSVILLE,AL,35801,MADISON,USA
G0100890,113,HOLY FAMILY PAROCHIAL SCHOOL,2300 BEASLEY AVE NW,HUNTSVILLE,AL,35816,MADISON,USA
G0100890,114,VALLEY FELLOWSHIP CHRISTIAN ACADEMY,3616 HOLMES AVE NW,HUNTSVILLE,AL,35816,MADISON,USA
G0100890,101,WESTMINSTER CHRISTIAN ACADEMY,237 JOHNS RD NW,HUNTSVILLE,AL,35806,MADISON,USA
G0100890,103,OAKWOOD ADVENTIST ACADEMY,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,35896,MADISON,USA
G0100890,110,ST JOHN PAUL II CATHOLIC HIGH SCHOOL,7301 OLD MADISON PIKE,HUNTSVILLE,AL,35806,MADISON,USA
G0100890,14846,THE PINNACLE SCHOOL,500 GOVERNORS DR SW,HUNTSVILLE,AL,35801,MADISON,USA
G0100890,105,MRS RONDAS MONTESSORI SCHOOL,3102 LEEMAN FERRY RD SW,HUNTSVILLE,AL,35801,MADISON,USA
G0100890,100,GRACE LUTHERAN SCHOOL,3321 S MEMORIAL PKWY,HUNTSVILLE,AL,35801,MADISON,USA
G0100870,99,ST JOSEPH CATHOLIC SCHOOL,2009 W MONTGOMERY RD,TUSKEGEE INSTITUTE,AL,36088,MACON,USA
G0200200,174,PACIFIC NORTHERN ACADEMY,9251 LAKE OTIS PKWY,ANCHORAGE,AK,99507,ANCHORAGE,USA
G0200200,15140,ANCHORAGE CHRISTIAN SCHOOLS,6575 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504,ANCHORAGE,USA
G0200200,168,ANCHORAGE WALDORF SCHOOL,3250 BAXTER RD,ANCHORAGE,AK,99504,ANCHORAGE,USA
G0200200,18468,STARBRIGHT EARLY LEARNING CENTER,3531 E TUDOR RD,ANCHORAGE,AK,99507,ANCHORAGE,USA
G0200200,173,FAITH EVANGELICAL LUTHERAN SCHOOL,5200 LAKE OTIS PKWY,ANCHORAGE,AK,99507,ANCHORAGE,USA
G0200200,15141,HOLY ROSARY ACADEMY,1010 W FIREWEED LN,ANCHORAGE,AK,99503,ANCHORAGE,USA
G0200200,170,ANCHORAGE MONTESSORI SCHOOL,5001 NORTHWOOD DR,ANCHORAGE,AK,99517,ANCHORAGE,USA
G0200200,171,ANCHOR LUTHERAN SCHOOL,8100 ARCTIC BLVD,ANCHORAGE,AK,99518,ANCHORAGE,USA
G0200200,169,LUMEN CHRISTI HIGH SCHOOL,8110D JEWEL LAKE RD,ANCHORAGE,AK,99502,ANCHORAGE,USA
G0200200,166,ANCHORAGE JUNIOR ACADEMY,5511 OMALLEY RD,ANCHORAGE,AK,99507,ANCHORAGE,USA
G0200200,172,ST ELIZABETH ANN SETON SCHOOL,2901 HUFFMAN RD,ANCHORAGE,AK,99516,ANCHORAGE,USA
G0200200,15369,BIRCHWOOD CHRISTIAN SCHOOL,22208 BIRCHWOOD LOOP RD,CHUGIAK,AK,99567,ANCHORAGE,USA
G0200200,18471,WORLD HARVEST CHRISTIAN SCHOOL,10440 EAGLE VIEW DR,EAGLE RIVER,AK,99577,ANCHORAGE,USA
G0200200,167,EAGLE RIVER CHRISTIAN SCHOOL,10336 E EAGLE RIVER LOOP RD,EAGLE RIVER,AK,99577,ANCHORAGE,USA
G0100850,98,LOWNDES ACADEMY,215 S BROAD ST,LOWNDESBORO,AL,36752,LOWNDES,USA
G0100990,123,MONROE ACADEMY,4096 S ALABAMA AVE,MONROEVILLE,AL,36460,MONROE,USA
G0101310,165,WILCOX ACADEMY,340 ASHLEY ST,CAMDEN,AL,36726,WILCOX,USA
G0200600,15330,BRISTOL BAY CHRISTIAN LEARNING CENTER,MILE 0.1 LYNX LOOP,KING SALMON,AK,99613,BRISTOL BAY,USA
G0101010,15122,EASTMONT BAPTIST KINDERGARTEN,4505 ATLANTA HWY,MONTGOMERY,AL,36109,MONTGOMERY,USA
G0101010,131,ALABAMA CHRISTIAN ACADEMY,4700 WARES FERRY RD,MONTGOMERY,AL,36109,MONTGOMERY,USA
G0101010,133,EVANGEL CHRISTIAN ACADEMY,3975 VAUGHN RD,MONTGOMERY,AL,36106,MONTGOMERY,USA
G0101010,127,LITTLE FLOCK MINISTRIES,2740 LOWES CT,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,18497,TALENT EDUCATION & ART CHRISTIAN ACADEMY (TEA),2600 E S BLVD STE 180,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,15368,SUCCESS UNLIMITED ACADEMY,2328 FAIRLANE DR,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,134,MONTGOMERY CATHOLIC PREPARATORY SCHOOL,5350 VAUGHN RD,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,128,HOLY CROSS EPISCOPAL SCHOOL,4400 BELL RD,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,20399,MONTESSORI SCHOOL AT HAMPSTEAD,5251 HAMPSTEAD HIGH ST UNIT 111,MONTGOMERY,AL,36116,MONTGOMERY,USA
G0101010,129,CHURCHILL ACADEMY,395 RAY THORINGTON RD,MONTGOMERY,AL,36117,MONTGOMERY,USA
G0101010,124,MACON EAST ACADEMY,15396 VAUGHN RD,CECIL,AL,36013,MONTGOMERY,USA
G0101010,135,HOOPER ACADEMY,380 FISCHER RD,HOPE HULL,AL,36043,MONTGOMERY,USA
G0101010,14020,MONTGOMERY CHRISTIAN SCHOOL,1728 S HULL ST,MONTGOMERY,AL,36104,MONTGOMERY,USA
G0101010,132,MONTESSORI ACADEMY,1025 S HULL ST,MONTGOMERY,AL,36104,MONTGOMERY,USA
G0101010,20396,HOLT STREET CHRISTIAN ACADEMY,1870 S CT ST,MONTGOMERY,AL,36104,MONTGOMERY,USA
G0101010,20809,VALIANT CROSS ACADEMY,301 DEXTER AVE,MONTGOMERY,AL,36104,MONTGOMERY,USA
G0101010,18474,BETHANY CHRISTIAN ACADEMY,1765 HIGHLAND AVE,MONTGOMERY,AL,36107,MONTGOMERY,USA
G0101010,14847,ZELIA STEPHENS EARLY CHILDHOOD CENTER,1100 TUSCALOOSA ST,MONTGOMERY,AL,36101,MONTGOMERY,USA
G0101010,20391,CORNERSTONE CHRISTIAN ACADEMY,125 CALHOUN RD,MONTGOMERY,AL,36109,MONTGOMERY,USA
G0101010,130,RESURRECTION CATHOLIC SCHOOL,2815 FORBES DR,MONTGOMERY,AL,36110,MONTGOMERY,USA
G0100530,15997,ATMORE CHRISTIAN SCHOOL,245 TENNANT DR,ATMORE,AL,36502,ESCAMBIA,USA
G0100530,40,TEMPLE CHRISTIAN ACADEMY,1707 S MAIN ST,ATMORE,AL,36502,ESCAMBIA,USA
G0100530,41,ESCAMBIA ACADEMY,268 COWPEN CREEK RD,ATMORE,AL,36502,ESCAMBIA,USA
G0100690,50,EMMANUEL CHRISTIAN SCHOOL,178 EARLINE RD,DOTHAN,AL,36305,HOUSTON,USA
G0100690,52,HOUSTON ACADEMY,901 BUENA VISTA DR,DOTHAN,AL,36303,HOUSTON,USA
G0100690,51,WESTGATE CHRISTIAN SCHOOL,617 WESTGATE PKWY,DOTHAN,AL,36303,HOUSTON,USA
G0100690,20390,NEW DAY ACADEMY,700 E COTTONWOOD RD,DOTHAN,AL,36301,HOUSTON,USA
G0100690,49,BEULAH LAND CHRISTIAN ACADEMY,280 HEADLAND AVE,DOTHAN,AL,36303,HOUSTON,USA
G0201880,191,NIKAITCHUAT ILISAGVIAT,600 FIFTH AVE,KOTZEBUE,AK,99752,NORTHWEST ARCTIC,USA
G0101270,164,DORA FIRST BAPTIST KINDERGARTEN,1440 SHARON BLVD,DORA,AL,35062,WALKER,USA
G0202400,20817,WHITESTONE FARMS TRAINING CENTER / WHITESTONE HS,MILE 275 RICHARDSON HWY,DELTA JUNCTION,AK,99737,SOUTHEAST FAIRBANKS,USA
G0202400,20813,EAGLES' RIDGE SCHOOL,1300 BARLEY WAY,DELTA JUNCTION,AK,99737,SOUTHEAST FAIRBANKS,USA
G0202400,192,LIVING WORD ACADEMY,1379 ALASKA HWY,DELTA JUNCTION,AK,99737,SOUTHEAST FAIRBANKS,USA
G0201100,181,JUNEAU SDA CHRISTIAN SCHOOL,4890 GLACIER HWY,JUNEAU,AK,99801,JUNEAU,USA
G0201100,14504,FAITH COMMUNITY CHRISTIAN SCHOOL,11970 GLACIER HWY,JUNEAU,AK,99801,JUNEAU,USA
G0201100,182,JUNEAU MONTESSORI SCHOOL,750 SAINT ANNS AVE,DOUGLAS,AK,99824,JUNEAU,USA
G0100650,47,SOUTHERN ACADEMY,407 COLLEGE ST,GREENSBORO,AL,36744,HALE,USA
G0100950,119,MARSHALL CHRISTIAN ACADEMY,1631 BRASHERS CHAPEL RD,ALBERTVILLE,AL,35951,MARSHALL,USA
G0101130,20400,PHENIX CHRISTIAN SCHOOL,3777 US HIGHWAY 431 N,PHENIX CITY,AL,36867,RUSSELL,USA
G0101130,145,COLUMBUS GIRLS ACADEMY,14 MOTTS DR,SEALE,AL,36875,RUSSELL,USA
G0100030,20392,BEREAN BAPTIST CHRISTIAN SCHOOL,27040 HWY 98 E,ELBERTA,AL,36530,BALDWIN,USA
G0100030,1,ST BENEDICT CATHOLIC SCHOOL,12786 ILLINOIS ST,ELBERTA,AL,36530,BALDWIN,USA
G0100030,2,VICTORY CHRISTIAN ACADEMY,20511 COUNTY ROAD 12,FOLEY,AL,36535,BALDWIN,USA
G0100030,15124,FAITH CHRISTIAN ACADEMY,18109 US HIGHWAY 98,FOLEY,AL,36535,BALDWIN,USA
G0100030,17281,MARIETTA JOHNSON SCHOOL OF ORGANIC EDUCATION,8 MARIETTA DR,FAIRHOPE,AL,36532,BALDWIN,USA
G0100030,5,BAYSIDE ACADEMY,303 DRYER AVE,DAPHNE,AL,36526,BALDWIN,USA
G0100030,3,CHRIST THE KING CATHOLIC SCHOOL,1503 MAIN ST,DAPHNE,AL,36526,BALDWIN,USA
G0100030,20180,ST MICHAEL CATHOLIC HIGH SCHOOL,11732 DICK HIGBEE RD,FAIRHOPE,AL,36532,BALDWIN,USA
G0100030,4,ST PATRICK CATHOLIC SCHOOL,23070 HWY 59 N,ROBERTSDALE,AL,36567,BALDWIN,USA
G0201700,190,NORTHERN LIGHT MENNONITE SCHOOL,3369 S VALE AVE,WASILLA,AK,99623,MATANUSKA-SUSITNA,USA
G0201700,18470,WASILLA LAKE CHRISTIAN SCHOOL,2001 E PALMER WASILLA HWY,WASILLA,AK,99654,MATANUSKA-SUSITNA,USA
G0201700,18467,ST ANN'S ACADEMY,2301 N WASILLA FISHHOOK RD,WASILLA,AK,99654,MATANUSKA-SUSITNA,USA
G0201700,16412,OUR LADY OF THE VALLEY CATHOLIC SCHOOL,1201 E BOGARD RD,WASILLA,AK,99654,MATANUSKA-SUSITNA,USA
G0201700,189,AMAZING GRACE ACADEMY,2238 S INNER SPRINGER LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,USA
G0200700,175,DILLINGHAM ADVENTIST SCHOOL,442 WINDMILL HILL RD,DILLINGHAM,AK,99576,DILLINGHAM,USA
G0400030,196,VERITAS CHRISTIAN COMMUNITY SCHOOL,215 TAYLOR DR,SIERRA VISTA,AZ,85635,COCHISE,USA
G0400030,197,FIRST BAPTIST CHRISTIAN ACADEMY,1447 S 7TH ST,SIERRA VISTA,AZ,85635,COCHISE,USA
G0400030,195,LORETTO CATHOLIC SCHOOL,1200 E 14TH ST,DOUGLAS,AZ,85607,COCHISE,USA
G0400010,193,ST MICHAELS ASSOC FOR SP ED,MUSTANG RD,SAINT MICHAELS,AZ,86511,APACHE,USA
G0400010,15153,ST MICHAEL INDIAN SCHOOL,1 LUPTON RD,SAINT MICHAELS,AZ,86511,APACHE,USA
G0400010,194,NAVAJO CHRISTIAN PREPARATORY ACADEMY,1 MISSION LN,ROCK POINT,AZ,86545,APACHE,USA
G0201220,15231,COOK INLET ACADEMY,45872 KALIFORNSKY BEACH RD,SOLDOTNA,AK,99669,KENAI PENINSULA,USA
G0201220,183,GRACE EVANGELICAL LUTHERAN SCHOOL,47585 CIECHANSKI RD,KENAI,AK,99611,KENAI PENINSULA,USA
G0201300,184,HOLY NAME CATHOLIC SCHOOL,433 JACKSON ST,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,USA
G0201300,186,GATEWAY CHRISTIAN SCHOOLS,3704 DENALI AVE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,USA
G0201300,185,CLOVER PASS CHRISTIAN SCHOOL,105 N POINT HIGGINS RD,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,USA
G0400170,306,EAST FORK LUTHERAN GRADE SCHOOL AND HIGH SCHOOL,4325 FORT APACHE RD,WHITERIVER,AZ,85941,NAVAJO,USA
G0400170,309,ST ANTHONY SCHOOL,1400 E OWENS,SHOW LOW,AZ,85901,NAVAJO,USA
G0400170,307,WHITE MOUNTAIN MONTESSORI SCHOOL,421 N WOODLAND RD,LAKESIDE,AZ,85929,NAVAJO,USA
G0400170,308,MOUNTAIN CHRISTIAN SCHOOL,3171 E SHOW LOW LAKE RD,SHOW LOW,AZ,85901,NAVAJO,USA
G0400170,20182,LEXINGTON LIFE ACADEMY,4401 S WHITE MOUNTAIN RD,SHOW LOW,AZ,85901,NAVAJO,USA
G0400170,20870,SEBA DALKAI BOARDING SCHOOL,42 MILES N ON HWY 87,WINSLOW,AZ,86047,NAVAJO,USA
G0400170,17356,RED SANDS CHRISTIAN SCHOOL,229 STATE ROUTE 99,WINSLOW,AZ,86047,NAVAJO,USA
G0400170,15143,AMERICAN INDIAN CHRISTIAN MISSON SCHOOL,924 MISSION LN,SHOW LOW,AZ,85901,NAVAJO,USA
G0400170,310,NATIVE AMERICAN CHRISTIAN ACADEMY,8450 S SUN VALLEY RD,SUN VALLEY,AZ,86029,NAVAJO,USA
G0400170,305,HOLBROOK SEVENTH-DAY ADVENTIST INDIAN SCHOOL,2001 MCLAWS RD,HOLBROOK,AZ,86025,NAVAJO,USA
G0400190,14507,LIVING WORD ACADEMY-SOUTHWEST INDIAN SCHOOL,HWY 86,SELLS,AZ,85634,PIMA,USA
G0400190,313,REDEEMER LUTHERAN SCHOOL,8845 N SILVERBELL RD,TUCSON,AZ,85743,PIMA,USA
G0400190,341,BEAUTIFUL SAVIOR ACADEMY,7570 N THORNYDALE RD,TUCSON,AZ,85741,PIMA,USA
G0400190,316,CASAS CHRISTIAN SCHOOL,10801 N LA CHOLLA BLVD,ORO VALLEY,AZ,85742,PIMA,USA
G0400190,320,RESURRECTION LUTHERAN CHILD DEVELOPMENT CENTER,11575 N 1ST AVE,ORO VALLEY,AZ,85737,PIMA,USA
G0400190,327,ST MARKS EARLY CHILDHOOD CENTER,1431 W MAGEE RD,TUCSON,AZ,85704,PIMA,USA
G0400190,328,ASCENSION LUTHERAN SCHOOL,1220 W MAGEE RD,TUCSON,AZ,85704,PIMA,USA
G0400190,330,PUSCH RIDGE CHRISTIAN ACADEMY UPPER SCHOOL,9500 N ORACLE RD,TUCSON,AZ,85704,PIMA,USA
G0400190,314,RIVER OF LIFE CHRISTIAN SCHOOL,6902 E GOLF LINKS RD,TUCSON,AZ,85730,PIMA,USA
G0400190,350,OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,AZ,85710,PIMA,USA
G0400190,334,ST AUGUSTINE CATHOLIC HIGH SCHOOL,8800 E 22ND ST,TUCSON,AZ,85710,PIMA,USA
G0400190,17359,TANQUE VERDE LUTHERAN PRESCHOOL & KINDERGARTEN,8625 E TANQUE VERDE RD,TUCSON,AZ,85749,PIMA,USA
G0400190,326,LAMB'S GATE CHRISTIAN SCHOOL,4700 N SWAN RD,TUCSON,AZ,85718,PIMA,USA
G0400190,318,CARDEN CHRISTIAN ACADEMY CENTRAL,2727 N SWAN RD,TUCSON,AZ,85712,PIMA,USA
G0400190,345,ST CYRIL ELEMENTARY SCHOOL,4725 E PIMA ST,TUCSON,AZ,85712,PIMA,USA
G0400190,321,DESERT VALLEY CHRISTIAN SCHOOL,1200 N SANTA ROSA AVE,TUCSON,AZ,85712,PIMA,USA
G0400190,315,THE GREGORY SCHOOL,3231 N CRAYCROFT RD,TUCSON,AZ,85712,PIMA,USA
G0400190,317,CASTLEHILL COUNTRY DAY SCHOOL,3225 N CRAYCROFT RD,TUCSON,AZ,85712,PIMA,USA
G0400190,331,DESERT CHRISTIAN SCHOOL,7525 E SPEEDWAY BLVD,TUCSON,AZ,85710,PIMA,USA
G0400190,15064,CASA NINOS SCHOOL OF MONTESSORI - EAST CAMPUS,8655 E BROADWAY BLVD,TUCSON,AZ,85710,PIMA,USA
G0400190,332,FAMILY LIFE ACADEMY,530 S PANTANO RD,TUCSON,AZ,85710,PIMA,USA
G0400190,335,ST MICHAEL'S PARISH DAY SCHOOL,602 N WILMOT RD,TUCSON,AZ,85711,PIMA,USA
G0400190,18512,TUCSON BAPTIST ACADEMY,1525 S COLUMBUS BLVD,TUCSON,AZ,85711,PIMA,USA
G0400190,338,ST MARKS PRESCHOOL & KINDERGARTEN,3809 E 3RD ST,TUCSON,AZ,85716,PIMA,USA
G0400190,348,FAITH LUTHERAN SCHOOL,3925 E 5TH ST,TUCSON,AZ,85711,PIMA,USA
G0400190,349,SANTA CRUZ CATHOLIC SCHOOL,29 W 22ND ST,TUCSON,AZ,85713,PIMA,USA
G0400190,347,AL HUDA ISLAMIC SCHOOL,2800 E RIVER RD,TUCSON,AZ,85718,PIMA,USA
G0400190,324,INTERNATIONAL SCHOOL OF TUCSON,1701 E SENECA ST,TUCSON,AZ,85719,PIMA,USA
G0400190,346,FIRST SOUTHERN CHRISTIAN SCHOOL,445 E SPEEDWAY BLVD,TUCSON,AZ,85705,PIMA,USA
G0400190,14023,IMAGO DEI MIDDLE SCHOOL,55 N 6TH AVE,TUCSON,AZ,85701,PIMA,USA
G0400190,17352,INTERMOUNTAIN ACADEMY,1100 W FRESNO ST,TUCSON,AZ,85745,PIMA,USA
G0400190,14508,NORTHMINSTER CHRISTIAN SCHOOL,2450 E FORT LOWELL RD,TUCSON,AZ,85719,PIMA,USA
G0400190,344,SALPOINTE CATHOLIC HIGH SCHOOL,1545 E COPPER ST,TUCSON,AZ,85719,PIMA,USA
G0400190,311,SS PETER & PAUL CATHOLIC SCHOOL,1436 N CAMPBELL AVE,TUCSON,AZ,85719,PIMA,USA
G0400190,337,SECOND STREET CHILDRENS SCHOOL,2430 E 2ND ST,TUCSON,AZ,85719,PIMA,USA
G0400190,20189,VERITAS ACADEMY OF TUCSON,2151 N PALO VERDE BLVD,TUCSON,AZ,85716,PIMA,USA
G0400190,329,TUCSON WALDORF SCHOOL,3605 E RIVER RD,TUCSON,AZ,85718,PIMA,USA
G0400190,15065,THE BEGINNING SCHOOL,4440 N CAMPBELL AVE,TUCSON,AZ,85718,PIMA,USA
G0400190,319,PUSCH RIDGE CHRISTIAN ACADEMY GRAMMAR,6450 N CAMINO MIRAVAL,TUCSON,AZ,85718,PIMA,USA
G0400190,342,KINO LEARNING CENTER,6625 N 1ST AVE,TUCSON,AZ,85718,PIMA,USA
G0400190,325,IMMACULATE HEART ACADEMY,410 E MAGEE RD,ORO VALLEY,AZ,85704,PIMA,USA
G0400190,336,ST ANDREW'S PRESCHOOL & KINDERGARTEN,7650 N PASEO DEL NORTE,TUCSON,AZ,85704,PIMA,USA
G0400190,323,SATORI,3801 N 1ST AVE,TUCSON,AZ,85719,PIMA,USA
G0400190,340,FAITH COMMUNITY ACADEMY,2551 W ORANGE GROVE RD,TUCSON,AZ,85741,PIMA,USA
G0400190,343,GREEN FIELDS SCHOOL,6000 N CAMINO DE LA TIERRA,TUCSON,AZ,85741,PIMA,USA
G0400190,333,SAGUARO HILLS SDA CHRISTIAN SCHO,4280 W IRVINGTON RD,TUCSON,AZ,85746,PIMA,USA
G0400190,351,SAN XAVIER MISSION SCHOOL,1980 W SAN XAVIER RD,TUCSON,AZ,85746,PIMA,USA
G0400190,339,GRACEPOINTE CHRISTIAN ACADEMY,5455 S WESTOVER AVE,TUCSON,AZ,85746,PIMA,USA
G0400190,312,ST JOHN THE EVANGELIST NOTRE DAME ACE ACADEMY,600 W AJO WAY,TUCSON,AZ,85713,PIMA,USA
G0400190,322,SAN MIGUEL HIGH SCHOOL,6601 S SAN FERNANDO RD,TUCSON,AZ,85756,PIMA,USA
G0400210,14015,FREEDOM CHRISTIAN ACADEMY,39731 N KENNEDY DR,SAN TAN VALLEY,AZ,85140,PINAL,USA
G0400210,14743,LOGOS CHRISTIAN ACADEMY,9745 N TREKELL RD,CASA GRANDE,AZ,85130,PINAL,USA
G0400210,352,ST ANTHONY OF PADUA CATHOLIC SCHOOL,501 E 2ND ST,CASA GRANDE,AZ,85122,PINAL,USA
G0400130,293,GOSPEL OUTREACH CHRISTIAN SCHOOL,505 W WICKENBURG WAY,WICKENBURG,AZ,85390,MARICOPA,USA
G0400130,294,WICKENBURG CHRISTIAN ACADEMY,260 W YAVAPAI ST,WICKENBURG,AZ,85390,MARICOPA,USA
G0400130,18515,CASA DEL NINO BILINGUAL MONTESSORI SCHOOL,2625 W QUEEN CREEK RD STE 6,CHANDLER,AZ,85248,MARICOPA,USA
G0400130,15155,TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,AZ,85286,MARICOPA,USA
G0400130,276,VALLEY CHRISTIAN HIGH SCHOOL,6900 W GALVESTON ST,CHANDLER,AZ,85226,MARICOPA,USA
G0400130,236,SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,AZ,85048,MARICOPA,USA
G0400130,15151,ST JOHN BOSCO CATHOLIC,16035 S 48TH ST,PHOENIX,AZ,85048,MARICOPA,USA
G0400130,225,EARLY EDUCATION CENTER,3501 E CHANDLER BLVD,PHOENIX,AZ,85048,MARICOPA,USA
G0400130,14848,AHWATUKEE FOOTHILLS MONTESSORI,3221 E CHANDLER BLVD,PHOENIX,AZ,85048,MARICOPA,USA
G0400130,233,DESERT GARDEN MONTESSORI,5130 E WARNER RD,PHOENIX,AZ,85044,MARICOPA,USA
G0400130,18516,CHRYSALIS ACAD DAY SCHOOL FOR CHILDREN WITH AUTISM,600 E BASELINE RD,TEMPE,AZ,85283,MARICOPA,USA
G0400130,279,GETHSEMANE LUTHERAN SCHOOL,1035 E GUADALUPE RD,TEMPE,AZ,85283,MARICOPA,USA
G0400130,14767,LIFESHARE EDUCATIONAL RESOURCES,875 S COOPER RD,GILBERT,AZ,85233,MARICOPA,USA
G0400130,20183,AUTISM ACADEMY FOR ED & DEVELOPMENT,7541 S WILLOW DR,TEMPE,AZ,85283,MARICOPA,USA
G0400130,277,DAYSPRING PRESCHOOL & KINDERGARTEN,1365 E ELLIOT RD,TEMPE,AZ,85284,MARICOPA,USA
G0400130,14691,JOYFUL BEGINNINGS ACADEMY,9325 S RURAL RD,TEMPE,AZ,85284,MARICOPA,USA
G0400130,299,HOPE CHRISTIAN ACADEMY,1125 N DOBSON RD,CHANDLER,AZ,85224,MARICOPA,USA
G0400130,281,SETON CATHOLIC PREPARATORY HIGH SCHOOL,1150 N DOBSON RD,CHANDLER,AZ,85224,MARICOPA,USA
G0400130,226,DESERT SUN CHILD DEVELOPMENT CENTER,1512 W ELLIOT RD,CHANDLER,AZ,85224,MARICOPA,USA
G0400130,15145,BETHANY CHRISTIAN SCHOOL,6304 S PRICE RD,TEMPE,AZ,85283,MARICOPA,USA
G0400130,218,THE ACES-TEMPE,1515 S INDIAN BEND RD,TEMPE,AZ,85281,MARICOPA,USA
G0400130,15352,TEMPE MONTESSORI SCHOOL LTD,410 S EL DORADO,MESA,AZ,85202,MARICOPA,USA
G0400130,284,OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,AZ,85282,MARICOPA,USA
G0400130,278,GRACE CHRISTIAN ACADEMNY,1200 E SOUTHERN AVE,TEMPE,AZ,85282,MARICOPA,USA
G0400130,275,EMMANUEL LUTHERAN SCHOOL,715 W SOUTHERN AVE,TEMPE,AZ,85282,MARICOPA,USA
G0400130,17354,THE NEW FOUNDATION-MARION BURTON SCHOOL,1200 N 77TH ST,SCOTTSDALE,AZ,85257,MARICOPA,USA
G0400130,204,NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,AZ,85008,MARICOPA,USA
G0400130,287,ST MARIA GORETTI PRESCHOOL AND KINDERGARTEN,6261 N GRANITE REEF RD,SCOTTSDALE,AZ,85250,MARICOPA,USA
G0400130,286,OUR LADY OF PERPETUAL HELP SCHOOL,3801 N MILLER RD,SCOTTSDALE,AZ,85251,MARICOPA,USA
G0400130,285,ST THERESA CATHOLIC SCHOOL,5001 E THOMAS RD,PHOENIX,AZ,85018,MARICOPA,USA
G0400130,224,ARCADIA MONTESSORI SCHOOL,5115 E VIRGINIA AVE,PHOENIX,AZ,85008,MARICOPA,USA
G0400130,209,CHRIST LUTHERAN SCHOOL,3901 E INDIAN SCHOOL RD,PHOENIX,AZ,85018,MARICOPA,USA
G0400130,15147,CHRIST CHURCH SCHOOL,4015 E LINCOLN DR,PARADISE VALLEY,AZ,85253,MARICOPA,USA
G0400130,261,CAMELBACK CHRISTIAN SCHOOL,3900 E STANFORD DR,PARADISE VALLEY,AZ,85253,MARICOPA,USA
G0400130,210,PHOENIX COUNTRY DAY SCHOOL,3901 E STANFORD DR,PARADISE VALLEY,AZ,85253,MARICOPA,USA
G0400130,246,COVENANT CHILD CARE CENTER,4601 N 34TH ST,PHOENIX,AZ,85018,MARICOPA,USA
G0400130,14506,HOLY TRINITY ACADEMY,1973 E MARYLAND AVE,PHOENIX,AZ,85016,MARICOPA,USA
G0400130,303,ST THOMAS THE APOSTLE SCHOOL,4510 N 24TH ST,PHOENIX,AZ,85016,MARICOPA,USA
